arc|Klasa API: Arc. Właściwości (Properties): Arc, AcadObject, Annotative, Area, AutoDelete, BlockId, BlockName, Bounds, CastShadows, Center, ClassID, CloneMeForDragging, Closed, CollisionType, Color, ColorIndex, CompoundObjectTransform, Database, Drawable, DrawableType, Ecs, EdgeStyleId, EndAngle, EndParam, EndPoint, EntityColor, ExtensionDictionary, FaceStyleId, ForceAnnoAllVisible, GeometricExtents, Handle, HasFields, HasSaveVersionOverride, Hyperlinks, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPeriodic, IsPersistent, IsPlanar, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, Layer, LayerId, Length, Linetype, LinetypeId, LinetypeScale, LineWeight, Material, MaterialId, MaterialMapper, MergeStyle, Normal, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, PlotStyleName, PlotStyleNameId, Radius, ReceiveShadows, Spline, StartAngle, StartParam, StartPoint, Thickness, TotalAngle, Transparency, UndoFiler, UnmanagedObject, Visible, VisualStyleId, XData, AddContext, AddPersistentReactor, AddSubentityPaths, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteSubentityPaths, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, Draw, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Explode, ExplodeGeometry, ExplodeGeometryToOwnerSpace, Finalize, GetDistanceAtParameter, GetDistAtPoint, GetEventExtender, GetField, GetGeCurve, GetGraphicsMarkersAtSubentityPathIntPtr, GetGripPointsAtSubentityPath, GetHashCode, GetLifetimeService, GetOffsetCurves, GetOffsetCurvesGivenPlaneNormal, GetOrthoProjectedCurve, GetParameterAtDistance, GetParameterAtPoint, GetPersistentReactorIds, GetPlane, GetPointAtDist, GetPointAtParameter, GetProjectedCurve, GetReactors, GetRXClass, GetStretchPoints, GetSubentity, GetSubentityGeometricExtents, GetTransformedCopy, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, Highlight, InitializeLifetimeService, IsContentSnappable, JoinEntities, JoinEntity, List, MemberwiseClone, MoveGripPointsAtSubentityPaths, MoveStretchPointsAt, QueryX, RecordGraphicsModified, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, ReverseCurve, SaveAs, SetAttributes, SetDatabaseDefaults, SetDragStatus, SetFromStyle, SetGripStatus, SetLayerId, SetObjectIdsInFlux, SetPaperOrientation, SetPropertiesFrom, SetSubentityGripStatus, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, TransformBy, TransformSubentityPathsBy, Unhighlight, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the Arc class...
linkedtableenumerator|Klasa API: LinkedTableEnumerator. Właściwości (Properties): LinkedTableEnumerator, IEnumeratorCurrent, Equals, GetHashCode, GetType, MoveNext, Reset, ToString. Opis: Initializes a new instance of the LinkedTableEnumerator class...
loftedsurface|Klasa API: LoftedSurface. Właściwości (Properties): LoftedSurface, AcadObject, Annotative, AutoDelete, BlockId, BlockName, Bounds, CastShadows, ClassID, CloneMeForDragging, Closed, CollisionType, Color, ColorIndex, CompoundObjectTransform, CrossSections, Database, Drawable, DrawableType, Ecs, EdgeStyleId, EntityColor, ExtensionDictionary, FaceStyleId, ForceAnnoAllVisible, GeometricExtents, GuideCurves, Handle, HasFields, HasSaveVersionOverride, Hyperlinks, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsPlanar, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, Layer, LayerId, Linetype, LinetypeId, LinetypeScale, LineWeight, LoftOptions, Material, MaterialId, MaterialMapper, MergeStyle, NumberOfCrossSections, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, PathEntity, Perimeter, PlotStyleName, PlotStyleNameId, ReceiveShadows, Transparency, UIsoLineDensity, UndoFiler, UnmanagedObject, Visible, VIsoLineDensity, VisualStyleId, XData, AddContext, AddPersistentReactor, AddSubentityPaths, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, BooleanUnion, Cancel, ChamferEdges, Clone, Close, CloseAndPage, CompareTo, ConvertToNurbSurface, ConvertToRegion, CopyFrom, CreateExtensionDictionary, CreateInterferenceObjects, CreateLoftedSurface, CreateObjRef, CreateSectionObjects, DecomposeForSave, DeepClone, DeleteSubentityPaths, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, Draw, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Explode, ExplodeGeometry, ExplodeGeometryToOwnerSpace, FilletEdges, Finalize, GetArea, GetEventExtender, GetField, GetGraphicsMarkersAtSubentityPathIntPtr, GetGripPointsAtSubentityPath, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetPlane, GetReactors, GetRXClass, GetStretchPoints, GetSubentity, GetSubentityColor, GetSubentityGeometricExtents, GetSubentityMaterial, GetSubentityMaterialMapper, GetTransformedCopy, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, Highlight, ImprintEntity, InitializeLifetimeService, IsContentSnappable, JoinEntities, JoinEntity, List, MemberwiseClone, MoveGripPointsAtSubentityPaths, MoveStretchPointsAt, ProjectOnToSurface, QueryX, RayTest, RecordGraphicsModified, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SaveAs, SetAttributes, SetDatabaseDefaults, SetDragStatus, SetFromStyle, SetGripStatus, SetLayerId, SetObjectIdsInFlux, SetPaperOrientation, SetPropertiesFrom, SetSubentityColor, SetSubentityGripStatus, SetSubentityMaterial, SetSubentityMaterialMapper, SliceByPlane, SliceBySurface, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, Thicken, ToString, TransformBy, TransformSubentityPathsBy, Unhighlight, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the LoftedSurface class...
loftoptionsbuilder|Klasa API: LoftOptionsBuilder. Właściwości (Properties): LoftOptionsBuilder, AlignDirection, ArcLengthParam, Closed, DraftEnd, DraftEndMag, DraftStart, DraftStartMag, NormalOption, NoTwist, Ruled, Simplify, VirtualGuide, Equals, Finalize, GetHashCode, GetType, MemberwiseClone, SetOptionsFromSysvars, ToLoftOptions, ToString. Opis: Initializes a new instance of the LoftOptionsBuilder class...
loftoptionscheckcurvesout|Klasa API: LoftOptionsCheckCurvesOut. Właściwości (Properties): LoftOptionsCheckCurvesOut, AllClosed, AllOpen, AllPlanar, Equals, Finalize, GetHashCode, GetType, MemberwiseClone, ToString. Opis: Initializes a new instance of the LoftOptionsCheckCurvesOut class...
mentalrayrendersettings|Klasa API: MentalRayRenderSettings. Właściwości (Properties): MentalRayRenderSettings, AcadObject, Annotative, AutoDelete, BackFacesEnabled, Bounds, ClassID, Database, Description, DiagnosticBackgroundEnabled, DiagnosticBSPMode, DiagnosticGridMode, DiagnosticMode, DiagnosticPhotonMode, DisplayIndex, Drawable, DrawableType, EnergyMultiplier, ExportMIEnabled, ExportMIFileName, ExtensionDictionary, FGRayCount, FGSampleRadius, FGSampleRadiusState, FinalGatheringEnabled, FinalGatheringMode, GIPhotonsPerLight, GISampleCount, GISampleRadius, GISampleRadiusEnabled, GlobalIlluminationEnabled, Handle, HasFields, HasSaveVersionOverride, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, LightLuminanceScale, MaterialsEnabled, MemoryLimit, MergeStyle, Name, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, PhotonTraceDepth, PreviewImageFileName, RayTraceDepth, RayTracingEnabled, Sampling, SamplingContrastColor, SamplingFilter, ShadowMapsEnabled, ShadowMode, ShadowSamplingMultiplier, ShadowsEnabled, TextureSampling, TileOrder, TileSize, UndoFiler, UnmanagedObject, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Finalize, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, MemberwiseClone, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the MentalRayRenderSettings class...
minsertblock|Klasa API: MInsertBlock. Właściwości (Properties): MInsertBlock, AcadObject, Annotative, AnonymousBlockTableRecord, AttributeCollection, AutoDelete, BlockId, BlockName, BlockTableRecord, BlockTransform, BlockUnit, Bounds, CastShadows, ClassID, CloneMeForDragging, CollisionType, Color, ColorIndex, Columns, ColumnSpacing, CompoundObjectTransform, Database, Drawable, DrawableType, DynamicBlockReferencePropertyCollection, DynamicBlockTableRecord, Ecs, EdgeStyleId, EntityColor, ExtensionDictionary, FaceStyleId, ForceAnnoAllVisible, GeometricExtents, Handle, HasFields, HasSaveVersionOverride, Hyperlinks, Id, IsAProxy, IsCancelling, IsDisposed, IsDynamicBlock, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsPlanar, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, Layer, LayerId, Linetype, LinetypeId, LinetypeScale, LineWeight, Material, MaterialId, MaterialMapper, MergeStyle, Name, Normal, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, PlotStyleName, PlotStyleNameId, Position, ReceiveShadows, Rotation, Rows, RowSpacing, ScaleFactors, Transparency, TreatAsBlockRefForExplode, UndoFiler, UnitFactor, UnmanagedObject, Visible, VisualStyleId, XData, AddContext, AddPersistentReactor, AddSubentityPaths, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, ConvertToStaticBlock, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteSubentityPaths, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, Draw, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Explode, ExplodeGeometry, ExplodeGeometryToOwnerSpace, ExplodeToOwnerSpace, Finalize, GeometryExtentsBestFit, GetEventExtender, GetField, GetGraphicsMarkersAtSubentityPathIntPtr, GetGripPointsAtSubentityPath, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetPlane, GetReactors, GetRXClass, GetStretchPoints, GetSubentity, GetSubentityGeometricExtents, GetTransformedCopy, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, Highlight, InitializeLifetimeService, IsContentSnappable, JoinEntities, JoinEntity, List, MemberwiseClone, MoveGripPointsAtSubentityPaths, MoveStretchPointsAt, QueryX, RecordGraphicsModified, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetBlock, ResetScaleDependentProperties, SaveAs, SetAttributes, SetDatabaseDefaults, SetDragStatus, SetFromStyle, SetGripStatus, SetLayerId, SetObjectIdsInFlux, SetPaperOrientation, SetPropertiesFrom, SetSubentityGripStatus, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, TransformBy, TransformSubentityPathsBy, Unhighlight, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the MInsertBlock class...
mlinestyleelementcollection|Klasa API: MlineStyleElementCollection. Właściwości (Properties): Count, Item, Add, CopyTo, Equals, GetEnumerator, GetHashCode, GetType, RemoveAt, ToString. Opis: Determines whether the specified Object is equal to the current Object....
mlinestyleelementcollectionenumerator|Klasa API: MlineStyleElementCollectionEnumerator. Właściwości (Properties): MlineStyleElementCollectionEnumerator, Current, Equals, GetHashCode, GetType, MoveNext, Reset, ToString. Opis: Initializes a new instance of the MlineStyleElementCollectionEnumerator class...
nurbsurface|Klasa API: NurbSurface. Właściwości (Properties): NurbSurface, AcadObject, Annotative, AutoDelete, BlockId, BlockName, Bounds, CastShadows, ClassID, CloneMeForDragging, CollisionType, Color, ColorIndex, CompoundObjectTransform, ControlPoints, Database, DegreeInU, DegreeInV, Drawable, DrawableType, Ecs, EdgeStyleId, EntityColor, ExtensionDictionary, FaceStyleId, ForceAnnoAllVisible, GeometricExtents, Handle, HasFields, HasSaveVersionOverride, Hyperlinks, Id, IsAProxy, IsCancelling, IsClosedInU, IsClosedInV, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPeriodicInU, IsPeriodicInV, IsPersistent, IsPlanar, IsRational, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, Layer, LayerId, Linetype, LinetypeId, LinetypeScale, LineWeight, Material, MaterialId, MaterialMapper, MergeStyle, NumberOfControlPointsInU, NumberOfControlPointsInV, NumberOfKnotsInU, NumberOfKnotsInV, NumberOfSpansInU, NumberOfSpansInV, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, Perimeter, PeriodInU, PeriodInV, PlotStyleName, PlotStyleNameId, ReceiveShadows, Transparency, UIsoLineDensity, UKnots, UndoFiler, UnmanagedObject, Visible, VIsoLineDensity, VisualStyleId, VKnots, XData, AddContext, AddPersistentReactor, AddSubentityPaths, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, BooleanUnion, Cancel, ChamferEdges, Clone, Close, CloseAndPage, CompareTo, ConvertToNurbSurface, ConvertToRegion, CopyFrom, CreateExtensionDictionary, CreateInterferenceObjects, CreateObjRef, CreateSectionObjects, DecomposeForSave, DeepClone, DeleteSubentityPaths, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, Draw, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Explode, ExplodeGeometry, ExplodeGeometryToOwnerSpace, FilletEdges, Finalize, GetArea, GetControlPointAt, GetEventExtender, GetField, GetGraphicsMarkersAtSubentityPathIntPtr, GetGripPointsAtSubentityPath, GetHashCode, GetIsolineAtU, GetIsolineAtV, GetLifetimeService, GetNormal, GetParameterOfPoint, GetPersistentReactorIds, GetPlane, GetReactors, GetRXClass, GetStretchPoints, GetSubentity, GetSubentityColor, GetSubentityGeometricExtents, GetSubentityMaterial, GetSubentityMaterialMapper, GetTransformedCopy, GetTransientReactors, GetType, GetWeight, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, Highlight, ImprintEntity, InitializeLifetimeService, InsertControlPointsAtU, InsertControlPointsAtV, InsertKnotAtU, InsertKnotAtV, IsContentSnappable, IsPointOnSurface, JoinEntities, JoinEntity, List, MemberwiseClone, ModifyPosition, ModifyPositionAndTangent, MoveGripPointsAtSubentityPaths, MoveStretchPointsAt, ProjectOnToSurface, QueryX, RayTest, RecordGraphicsModified, ReleaseExtensionDictionary, RemoveContext, RemoveControlPointsAtU, RemoveControlPointsAtV, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SaveAs, Set, SetAttributes, SetControlPointAt, SetControlPoints, SetDatabaseDefaults, SetDragStatus, SetFromStyle, SetGripStatus, SetLayerId, SetObjectIdsInFlux, SetPaperOrientation, SetPropertiesFrom, SetSubentityColor, SetSubentityGripStatus, SetSubentityMaterial, SetSubentityMaterialMapper, SetWeight, SliceByPlane, SliceBySurface, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, Thicken, ToString, TransformBy, TransformSubentityPathsBy, Unhighlight, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the NurbSurface class...
objectclosedeventargs|Klasa API: ObjectClosedEventArgs. Właściwości (Properties): Id, Equals, GetHashCode, GetType, ToString. Opis: Determines whether the specified Object is equal to the current Object....
objecterasedeventargs|Klasa API: ObjectErasedEventArgs. Właściwości (Properties): DBObject, Erased, Equals, GetHashCode, GetType, ToString. Opis: Determines whether the specified Object is equal to the current Object....
objecteventargs|Klasa API: ObjectEventArgs. Właściwości (Properties): DBObject, Equals, GetHashCode, GetType, ToString. Opis: Determines whether the specified Object is equal to the current Object....
objectidgraph|Klasa API: ObjectIdGraph. Właściwości (Properties): AutoDelete, IsDisposed, IsEmpty, NumNodes, RootNode, UnmanagedObject, AddEdge, AddNode, BreakCycleEdge, ClearAll, CreateObjRef, DeleteUnmanagedObject, DelNode, Dispose, Equals, Finalize, FindCycles, GetHashCode, GetLifetimeService, GetOutgoing, GetType, InitializeLifetimeService, MemberwiseClone, Node, Reset, SetNodeGrowthRate, ToString. Opis: Creates an object that contains all the relevant information required to generate a proxy used to communicate with a remote object....
objectoverrule|Klasa API: ObjectOverrule. Właściwości (Properties): ObjectOverrule, AutoDelete, IsDisposed, UnmanagedObject, Cancel, Clone, Close, CompareTo, CopyFrom, CreateObjRef, DeepClone, DeleteUnmanagedObject, Dispose, Equals, Erase, Finalize, GetHashCode, GetLifetimeService, GetRXClass, GetType, InitializeLifetimeService, IsApplicable, MemberwiseClone, Open, QueryX, SetCustomFilter, SetExtensionDictionaryEntryFilter, SetIdFilter, SetNoFilter, SetXDataFilter, ToString, WblockClone, X. Opis: Initializes a new instance of the ObjectOverrule class...
objecttypeattribute|Klasa API: ObjectTypeAttribute. Właściwości (Properties): ObjectTypeAttribute, ObjectType, TypeId, Equals, GetHashCode, GetType, IsDefaultAttribute, Match, ToString. Opis: Initializes a new instance of the ObjectTypeAttribute class...
openclosetransaction|Klasa API: OpenCloseTransaction. Właściwości (Properties): OpenCloseTransaction, AutoDelete, IsDisposed, TransactionManager, UnmanagedObject, Abort, AddNewlyCreatedDBObject, Clone, Commit, CompareTo, CopyFrom, CreateObjRef, DeleteUnmanagedObject, Dispose, Equals, Finalize, GetAllObjects, GetHashCode, GetLifetimeService, GetRXClass, GetType, InitializeLifetimeService, MemberwiseClone, QueryX, ToString, X. Opis: This .NET class wraps the OdMgOpenCloseTransaction class. The OpenCloseTransaction class may be used instead of the Transaction class in certain scena...
openmodeattribute|Klasa API: OpenModeAttribute. Właściwości (Properties): OpenModeAttribute, OpenMode, TypeId, Equals, GetHashCode, GetType, IsDefaultAttribute, Match, ToString. Opis: Initializes a new instance of the OpenModeAttribute class...
ordinatedimension|Klasa API: OrdinateDimension. Właściwości (Properties): OrdinateDimension, AcadObject, AlternatePrefix, AlternateSuffix, AltSuppressLeadingZeros, AltSuppressTrailingZeros, AltSuppressZeroFeet, AltSuppressZeroInches, AltToleranceSuppressLeadingZeros, AltToleranceSuppressTrailingZeros, AltToleranceSuppressZeroFeet, AltToleranceSuppressZeroInches, Annotative, AutoDelete, BlockId, BlockName, Bounds, CastShadows, CenterMarkSize, CenterMarkType, ClassID, CloneMeForDragging, CollisionType, Color, ColorIndex, CompoundObjectTransform, CurrentMeasurement, Database, DefiningPoint, Dimadec, Dimalt, Dimaltd, Dimaltf, Dimaltrnd, Dimalttd, Dimalttz, Dimaltu, Dimaltz, Dimapost, Dimarcsym, Dimasz, Dimatfit, Dimaunit, Dimazin, Dimblk, Dimblk1, Dimblk1s, Dimblk2, Dimblk2s, Dimblks, DimBlockId, DimBlockPosition, Dimcen, Dimclrd, Dimclre, Dimclrt, Dimdec, Dimdle, Dimdli, Dimdsep, DimensionStyle, DimensionStyleName, DimensionText, Dimexe, Dimexo, Dimfrac, Dimfxlen, DimfxlenOn, Dimgap, Dimjogang, Dimjust, Dimldrblk, Dimldrblks, Dimlfac, Dimlim, Dimltex1, Dimltex2, Dimltype, Dimlunit, Dimlwd, Dimlwe, Dimpost, Dimrnd, Dimsah, Dimscale, Dimsd1, Dimsd2, Dimse1, Dimse2, Dimsoxd, Dimtad, Dimtdec, Dimtfac, Dimtfill, Dimtfillclr, Dimtih, Dimtix, Dimtm, Dimtmove, Dimtofl, Dimtoh, Dimtol, Dimtolj, Dimtp, Dimtsz, Dimtvp, Dimtxt, Dimtzin, Dimupt, Dimzin, Drawable, DrawableType, DynamicDimension, Ecs, EdgeStyleId, Elevation, EntityColor, ExtensionDictionary, FaceStyleId, ForceAnnoAllVisible, GeometricExtents, Handle, HasFields, HasSaveVersionOverride, HorizontalRotation, Hyperlinks, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsPlanar, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, Layer, LayerId, LeaderEndPoint, Linetype, LinetypeId, LinetypeScale, LineWeight, Material, MaterialId, MaterialMapper, Measurement, MergeStyle, Normal, ObjectBirthVersion, ObjectId, Origin, OwnerId, PaperOrientation, PlotStyleName, PlotStyleNameId, Prefix, ReceiveShadows, Suffix, SuppressAngularLeadingZeros, SuppressAngularTrailingZeros, SuppressLeadingZeros, SuppressTrailingZeros, SuppressZeroFeet, SuppressZeroInches, TextAttachment, TextLineSpacingFactor, TextLineSpacingStyle, TextPosition, TextRotation, TextStyleId, ToleranceSuppressLeadingZeros, ToleranceSuppressTrailingZeros, ToleranceSuppressZeroFeet, ToleranceSuppressZeroInches, Transparency, UndoFiler, UnmanagedObject, UsingDefaultTextPosition, UsingXAxis, UsingYAxis, Visible, VisualStyleId, XData, AddContext, AddPersistentReactor, AddSubentityPaths, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteSubentityPaths, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, Draw, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Explode, ExplodeGeometry, ExplodeGeometryToOwnerSpace, FieldFromMText, FieldToMText, Finalize, FormatMeasurement, GenerateLayout, GetDimstyleData, GetEventExtender, GetField, GetGraphicsMarkersAtSubentityPathIntPtr, GetGripPointsAtSubentityPath, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetPlane, GetReactors, GetRXClass, GetStretchPoints, GetSubentity, GetSubentityGeometricExtents, GetTransformedCopy, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, Highlight, InitializeLifetimeService, IsContentSnappable, JoinEntities, JoinEntity, List, MemberwiseClone, MoveGripPointsAtSubentityPaths, MoveStretchPointsAt, QueryX, RecomputeDimensionBlock, RecordGraphicsModified, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, RemoveTextField, ResetScaleDependentProperties, SaveAs, SetAttributes, SetDatabaseDefaults, SetDimstyleData, SetDragStatus, SetFromStyle, SetGripStatus, SetLayerId, SetObjectIdsInFlux, SetPaperOrientation, SetPropertiesFrom, SetSubentityGripStatus, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, TransformBy, TransformSubentityPathsBy, Unhighlight, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Wraps the OdDbOrdinateDimension class. Represents ordinate dimension entities....
osnapoverrule|Klasa API: OsnapOverrule. Właściwości (Properties): OsnapOverrule, AutoDelete, IsDisposed, UnmanagedObject, Clone, CompareTo, CopyFrom, CreateObjRef, DeleteUnmanagedObject, Dispose, Equals, Finalize, GetHashCode, GetLifetimeService, GetRXClass, GetType, InitializeLifetimeService, IsApplicable, IsContentSnappable, MemberwiseClone, QueryX, SetCustomFilter, SetExtensionDictionaryEntryFilter, SetIdFilter, SetNoFilter, SetXDataFilter, ToString, X. Opis: Initializes a new instance of the OsnapOverrule class...
